;time;IPO_entropy;IPO_complexity;IPO_fisher_shanon;IPO_edge_entropy;IPO_edge_complexity;IPO_edge_fisher_shannon;IPO_number_nodes;IPO_self_transition;IPD_entropy;IPD_complexity;IPD_fisher_shanon;IPD_edge_entropy;IPD_edge_complexity;IPD_edge_fisher_shannon;IPD_number_nodes;IPD_self_transition;TP_entropy;TP_complexity;TP_fisher_shanon;TP_edge_entropy;TP_edge_complexity;TP_edge_fisher_shannon;TP_number_nodes;TP_self_transition
842;[795, 843];0.9570899836200435;0.04676857546137313;0.022985280364764157;0.9337851376692218;0.06368767510851223;0.05670570729965162;16.0;0.08888888888888889;0.9530032090839206;0.050135620971964646;0.02804086668050235;0.9546444483376649;0.04329880445251284;0.02707458109784752;16.0;0.044444444444444446;0.9725947309701068;0.027026208530178775;0.026232550241054312;0.96819051374857;0.0323963030603231;0.0335707300927436;16.0;0.17777777777777778
843;[796, 844];0.9584408645647648;0.04565708015687913;0.022059100560031082;0.9546444483376652;0.04329880445251262;0.07071659463583962;16.0;0.08888888888888889;0.9542185233267981;0.04920481692723947;0.025245334345989922;0.9890498244170134;0.0104966268983488;0.0036078755154872796;16.0;0.044444444444444446;0.9581239995989972;0.04158862335638043;0.03956910548480672;0.9337851376692218;0.06368767510851177;0.08120849280684922;16.0;0.2
844;[797, 845];0.9733636065717639;0.028516753974049448;0.013385633482501597;0.96819051374857;0.0323963030603231;0.0335707300927436;16.0;0.08888888888888889;0.9691412653337974;0.03220055478465971;0.017177137806385426;0.9890498244170134;0.0104966268983488;0.0036078755154872796;16.0;0.044444444444444446;0.9581239995989972;0.04158862335638043;0.03956910548480672;0.9337851376692218;0.06368767510851177;0.08120849280684922;16.0;0.2222222222222222
845;[798, 846];0.9733636065717639;0.028516753974049448;0.013385633482501597;0.9566504715755689;0.042706726936618866;0.011479671980398148;17.0;0.08888888888888889;0.9691412653337974;0.03220055478465971;0.017177137806385426;0.9890498244170132;0.010496626898348555;0.014431502061949118;16.0;0.044444444444444446;0.9581239995989971;0.04158862335638066;0.04838338890850462;0.6670920051573339;0.2526444783240726;0.4119963708879374;16.0;0.2222222222222222
846;[799, 847];0.9704921462785187;0.031053126561274756;0.016614619457388426;0.9566504715755689;0.042706726936618866;0.011479671980398148;17.0;0.08888888888888889;0.9691412653337974;0.032200554784659476;0.017539860120561884;0.9681905137485697;0.03239630306032309;0.026354979061769035;16.0;0.044444444444444446;0.9581239995989971;0.04158862335638066;0.04838338890850462;0.6670920051573339;0.2526444783240726;0.4119963708879374;16.0;0.2222222222222222
847;[800, 848];0.9676206859852735;0.033573992260961714;0.012260675199962313;0.9566504715755689;0.042706726936618866;0.018214372942641072;17.0;0.08888888888888889;0.9676206859852735;0.033573992260961714;0.012260675199962313;0.8785204509214299;0.13468333864757576;0.12300593803361656;16.0;0.06666666666666667;0.9633152838714721;0.037345007758549514;0.04899543135502584;0.6879513158257774;0.2448262275884178;0.43217930408691585;16.0;0.2222222222222222
848;[801, 849];0.9676206859852735;0.033573992260961714;0.010724725898809784;0.9566504715755689;0.042706726936618866;0.011479671980398148;17.0;0.08888888888888889;0.9676206859852735;0.033573992260961714;0.010724725898809784;0.8785204509214299;0.13468333864757576;0.12300593803361656;16.0;0.08888888888888889;0.9688239167388721;0.030849693258269417;0.04415922024368964;0.8340423126232716;0.16301782493737932;0.18806440924035545;16.0;0.2222222222222222
849;[802, 850];0.9704921462785187;0.031053126561274756;0.010043373407664539;0.9566504715755689;0.042706726936618866;0.011479671980398148;17.0;0.08888888888888889;0.9704921462785187;0.031053126561274756;0.010043373407664539;0.8785204509214299;0.13468333864757576;0.1302216890645911;16.0;0.08888888888888889;0.9665040927596426;0.0326498381729559;0.041064676643335164;0.9546444483376649;0.04329880445251284;0.02559855909388277;16.0;0.2222222222222222
850;[803, 851];0.9826430536703987;0.01799975307834459;0.00521524413226882;0.8635571681993488;0.14324384275544563;0.08523649502953659;17.0;0.06666666666666667;0.9720127256270426;0.029671357586471075;0.013671873036737727;0.9681905137485697;0.0323963030603238;0.009735478203123343;16.0;0.08888888888888889;0.9701747976835935;0.0297007860448598;0.041093830568834734;0.9546444483376649;0.04329880445251284;0.02559855909388277;16.0;0.2222222222222222
851;[804, 852];0.9903774568335717;0.00976725328441819;0.0028270151059861005;0.8457678298424841;0.15263918322465844;0.0880556302831988;18.0;0.06666666666666667;0.9720127256270426;0.02967135758647084;0.014917083825159659;0.9337851376692214;0.06368767510851152;0.050533661436861096;16.0;0.08888888888888889;0.9610895135756993;0.03872994201767369;0.05939909574732853;0.9337851376692218;0.06368767510851153;0.02891914940907228;16.0;0.2222222222222222
852;[805, 853];0.9875059965403264;0.012405372984442633;0.005693278766696468;0.8704188162777186;0.14062338461339752;0.09466991411008938;18.0;0.06666666666666667;0.9704921462785187;0.031053126561274756;0.016399962897878085;0.8441150748420817;0.1587359356990499;0.1865067816384816;16.0;0.08888888888888889;0.9673033373903484;0.032224767363485174;0.0489331401632246;0.7679910774258466;0.19551407006835975;0.2719906835783955;16.0;0.2222222222222222
853;[806, 854];0.9846345362470809;0.015027985796928727;0.007624341004758111;0.8822716235122601;0.1326740121853418;0.11211749388719515;18.0;0.06666666666666667;0.9570899836200435;0.04676857546137313;0.022985280364764157;0.8509553984313722;0.1540793684887149;0.17369088594868284;15.0;0.08888888888888889;0.9763886214982426;0.02307198507951407;0.03308556048287953;0.8856014073204163;0.09657933898699346;0.09126464712431778;17.0;0.2222222222222222
854;[807, 855];0.991276810771561;0.008433436843507057;0.004968959185923361;0.8822716235122601;0.1326740121853418;0.11120425186503412;18.0;0.06666666666666667;0.9720127256270426;0.02967135758647084;0.014917083825159659;0.8509553984313722;0.1540793684887149;0.17369088594868284;15.0;0.08888888888888889;0.981680015078001;0.017771975960086558;0.02198735523109772;0.976119161532783;0.02213151372672462;0.018172892645830246;17.0;0.2222222222222222
855;[808, 856];0.9895376038453584;0.010198490045190712;0.008403902651764794;0.8822716235122601;0.1326740121853418;0.11120425186503412;18.0;0.044444444444444446;0.9733636065717639;0.028516753974049448;0.018114887582961467;0.8509553984313722;0.1540793684887149;0.19154094806936572;15.0;0.06666666666666667;0.975466191263352;0.024472071015468666;0.029796480815698377;0.956650471575569;0.04270672693661887;0.017198767822191815;17.0;0.2222222222222222
856;[809, 857];0.981680015078001;0.01777197596008632;0.014248680548237335;0.8822716235122601;0.1326740121853418;0.11120425186503412;18.0;0.044444444444444446;0.9720127256270428;0.02967135758647108;0.018972667104110243;0.8509553984313722;0.1540793684887149;0.17369088594868284;15.0;0.06666666666666667;0.9857667896141238;0.014156591822020581;0.018974017965206622;0.9488801212514659;0.05009849909615667;0.023690258460616582;18.0;0.2
857;[810, 858];0.9784202288032747;0.020912668029665096;0.022194452936943537;0.8941244307468018;0.12445959768558607;0.09599364905389032;18.0;0.044444444444444446;0.9720127256270428;0.02967135758647108;0.022840436308796317;0.9111886696810592;0.07947441572460454;0.014349589975497689;14.0;0.06666666666666667;0.9857667896141238;0.014156591822020581;0.018974017965206622;0.9400664543100068;0.05624129096313678;0.06104594461998116;18.0;0.17777777777777778
858;[811, 859];0.9837116223830332;0.015589494241907316;0.015678511639071472;0.9488801212514659;0.05009849909615667;0.06657680518614072;18.0;0.044444444444444446;0.9570899836200435;0.04676857546137313;0.03414061556561178;0.9111886696810592;0.07947441572460454;0.014349589975497689;14.0;0.06666666666666667;0.9871176705588454;0.012963253875425292;0.01959505008833964;0.9400664543100068;0.05624129096313678;0.06104594461998116;18.0;0.17777777777777778
859;[812, 860];0.9747495238793235;0.023921754859127158;0.027402188765436982;0.956650471575569;0.04270672693661887;0.02597560099468487;17.0;0.044444444444444446;0.9584408645647648;0.0456570801568789;0.027973838356599442;0.955398960984103;0.0412932566316014;0.019796870221593453;15.0;0.06666666666666667;0.9871176705588451;0.01296325387542529;0.017065672091874647;0.9400664543100068;0.05624129096313678;0.06104594461998116;18.0;0.17777777777777778
860;[813, 861];0.97800931015405;0.02080339247148165;0.02652176113678922;0.9440074771920581;0.05302369343549271;0.05049062085871431;17.0;0.044444444444444446;0.9733636065717641;0.028516753974049455;0.017794917457712993;0.9924509044541705;0.007078154738359441;0.0038854044012939922;15.0;0.06666666666666667;0.9924090641386039;0.007548406613879531;0.011443240971214966;0.9583183511448949;0.037059302854354825;0.027421428391579024;18.0;0.17777777777777778
861;[814, 862];0.9832005944265249;0.016352616390075757;0.02065677049228718;0.9440074771920581;0.05302369343549271;0.05049062085871431;17.0;0.06666666666666667;0.9841636330189226;0.016579301783544744;0.01182947559313672;0.8785204509214299;0.13468333864757576;0.12300593803361656;16.0;0.08888888888888889;0.9910581831938823;0.00875571073410854;0.01020486123388346;0.9306282244165778;0.06882298225072127;0.052484122634725835;18.0;0.17777777777777778
862;[815, 863];0.9832005944265249;0.016352616390075757;0.02065677049228718;0.9440074771920581;0.05302369343549271;0.05049062085871431;17.0;0.06666666666666667;0.9841636330189226;0.016579301783544744;0.01182947559313672;0.8856014073204163;0.1303050980101671;0.07482046846275417;17.0;0.08888888888888889;0.9927973901200847;0.006985363080915749;0.0056049186713067346;0.8433532525013715;0.1600207811327745;0.21442901444287202;18.0;0.17777777777777778
863;[816, 864];0.9742384959228154;0.024673404373082443;0.028412254256063856;0.9371817816183551;0.0624265259913506;0.07145311798163272;17.0;0.06666666666666667;0.9812921727256775;0.019180588996729833;0.01397521809163542;0.8729584129369051;0.13850724725576719;0.080498084007737;17.0;0.08888888888888889;0.9875059965403262;0.012405372984442631;0.010265128793069902;0.9024945481137767;0.08743076962144618;0.06994369202542304;17.0;0.17777777777777778
864;[817, 865];0.9665040927596427;0.03264983817295519;0.042695676174270655;0.9151375424972876;0.0781069856660928;0.07947201162278739;17.0;0.06666666666666667;0.9784207124324322;0.021766369322376813;0.02205777098771063;0.8314454838586239;0.16576716623440682;0.046670608313759514;17.0;0.08888888888888889;0.9828953293208786;0.016769343668210125;0.013094290724089316;0.9024945481137767;0.08743076962144618;0.06994369202542304;17.0;0.2
865;[818, 866];0.9727179165742915;0.02606635560133694;0.03230567718309903;0.9151375424972876;0.07810698566609235;0.037769248098501046;17.0;0.06666666666666667;0.9812921727256775;0.019180588996729833;0.01397521809163542;0.8440884782421348;0.15855819953232647;0.06813216666775258;17.0;0.08888888888888889;0.9828953293208786;0.016769343668210125;0.013094290724089316;0.6598112201714467;0.2573171276473406;0.37003401714778816;17.0;0.2
866;[819, 867];0.9727179165742915;0.026066355601337177;0.03215906147469417;0.9151375424972876;0.07810698566609235;0.037769248098501046;17.0;0.06666666666666667;0.9903774568335717;0.00976725328441819;0.007666025461674725;0.8616051493362595;0.14525605675646372;0.0907496891819443;18.0;0.08888888888888889;0.9828953293208786;0.016769343668210125;0.013094290724089316;0.760396419603471;0.20058148516824845;0.2439380746528044;17.0;0.2
867;[820, 868];0.9779092008467664;0.021668815531954527;0.02575933404745174;0.956650471575569;0.04270672693661887;0.02597560099468487;17.0;0.06666666666666667;0.9903774568335717;0.00976725328441819;0.007666025461674725;0.9566504715755689;0.042706726936618866;0.011479671980398148;17.0;0.08888888888888889;0.9770693478585531;0.022084187345211632;0.019565451680114723;0.8830258581565625;0.10494387467497766;0.07304290965293327;17.0;0.2222222222222222
868;[821, 869];0.981680015078001;0.01777197596008632;0.024665459138400334;0.956650471575569;0.04270672693661887;0.02597560099468487;17.0;0.06666666666666667;0.9903774568335717;0.00976725328441819;0.007666025461674725;0.8704188162777186;0.14062338461339752;0.09466991411008938;18.0;0.06666666666666667;0.9788085547847558;0.020362945961636732;0.01514045794383026;0.8509141738158379;0.150954974494615;0.16914395067239005;17.0;0.2222222222222222
869;[822, 870];0.981680015078001;0.01777197596008632;0.024665459138400334;0.9245387872348442;0.07224132745313476;0.02597560099468487;17.0;0.06666666666666667;0.9857667896141238;0.014156591822020581;0.01064712267365726;0.8457678298424841;0.15263918322465844;0.0880556302831988;18.0;0.06666666666666667;0.9788085547847558;0.020362945961636732;0.018253044948874895;0.8729584129369051;0.13850724725576719;0.08289130966522003;17.0;0.2222222222222222
870;[823, 871];0.981680015078001;0.01777197596008632;0.024665459138400334;0.956650471575569;0.04270672693661887;0.02597560099468487;17.0;0.06666666666666667;0.9895376038453584;0.010198490045190712;0.010330465931331972;0.8822716235122601;0.1326740121853418;0.06790054012994172;18.0;0.06666666666666667;0.9764887308055261;0.022208058323393776;0.020417786836436053;0.8856014073204163;0.1303050980101671;0.07242724280527114;17.0;0.2
871;[824, 872];0.981680015078001;0.01777197596008632;0.024665459138400334;0.956650471575569;0.04270672693661887;0.02597560099468487;17.0;0.06666666666666667;0.9895376038453584;0.010198490045190712;0.010330465931331972;0.8941244307468018;0.12445959768558607;0.09599364905389032;18.0;0.06666666666666667;0.97800931015405;0.020803392471482128;0.02019586077830829;0.8019093486817525;0.17888781461463435;0.15288384651619735;17.0;0.2
872;[825, 873];0.981680015078001;0.01777197596008632;0.024665459138400334;0.9566504715755689;0.042706726936618866;0.013872897637881174;17.0;0.06666666666666667;0.9895376038453584;0.010198490045190712;0.010330465931331972;0.8941244307468018;0.12445959768558607;0.09599364905389032;18.0;0.06666666666666667;0.97800931015405;0.020803392471482128;0.02019586077830829;0.9151375424972876;0.0781069856660928;0.03306575737715664;17.0;0.2
873;[826, 874];0.9832005944265249;0.016352616390075757;0.02065677049228718;0.8729584129369051;0.13850724725576719;0.07242724280527114;17.0;0.06666666666666667;0.9895376038453584;0.010198490045190712;0.008403902651764794;0.8704188162777186;0.14062338461339668;0.07322330470336313;18.0;0.06666666666666667;0.9655919586086543;0.03251528146822584;0.03453154126651024;0.9151375424972876;0.0781069856660928;0.03306575737715664;17.0;0.2
874;[827, 875];0.9742384959228154;0.024673404373082443;0.028412254256063856;0.8441150748420817;0.1587359356990499;0.04801393426471231;16.0;0.044444444444444446;0.9895376038453584;0.010198490045190712;0.008403902651764794;0.8822716235122601;0.1326740121853418;0.06790054012994172;18.0;0.06666666666666667;0.958454212920739;0.03812489600992879;0.03984617178460184;0.9151375424972876;0.0781069856660928;0.03306575737715664;17.0;0.2
875;[828, 876];0.9665040927596427;0.032649838172955435;0.03237789983445099;0.8441150748420817;0.15873593569904967;0.07071659463583962;16.0;0.044444444444444446;0.9927973901200847;0.006985363080915749;0.006397718419321982;0.8822716235122601;0.1326740121853418;0.06790054012994172;18.0;0.06666666666666667;0.9551944266460124;0.041118981137968545;0.04451094454817409;0.9151375424972876;0.0781069856660928;0.03306575737715664;17.0;0.17777777777777778
876;[829, 877];0.9701747976835937;0.02970078604485933;0.028784574940495838;0.8097096987627334;0.18039783327647607;0.14285714285714288;16.0;0.044444444444444446;0.9941482710648063;0.005773492445899315;0.005383636768715838;0.8822716235122601;0.1326740121853418;0.06790054012994172;18.0;0.06666666666666667;0.9551944266460124;0.041118981137968545;0.04451094454817409;0.9566504715755689;0.042706726936618866;0.018214372942641072;17.0;0.15555555555555556
877;[830, 878];0.9665040927596427;0.032649838172955435;0.03237789983445099;0.7064881049118202;0.24804552095743646;0.35592435798404487;15.0;0.044444444444444446;0.9927973901200847;0.006985363080915749;0.006397718419321982;0.8635571681993488;0.14324384275544563;0.08523649502953659;17.0;0.06666666666666667;0.9531628193409805;0.04318186784551542;0.045211407361517304;0.956650471575569;0.04270672693661887;0.01959199347967484;17.0;0.15555555555555556
